ID,income_bracket
ID_130343,0
ID_130344,0
ID_130345,1
ID_130346,1
ID_130347,0
ID_130348,0
ID_130349,0
ID_130350,0
ID_130351,0
ID_130352,0
ID_130353,1
ID_130354,0
ID_130355,0
ID_130356,0
ID_130357,0
ID_130358,1
ID_130359,0
ID_130360,0
ID_130361,0
ID_130362,0
ID_130363,0
ID_130364,0
ID_130365,1
ID_130366,0
ID_130367,0
ID_130368,1
ID_130369,0
ID_130370,0
ID_130371,1
ID_130372,0
ID_130373,0
ID_130374,1
ID_130375,0
ID_130376,0
ID_130377,0
ID_130378,0
ID_130379,1
ID_130380,0
ID_130381,0
ID_130382,0
ID_130383,0
ID_130384,0
ID_130385,0
ID_130386,0
ID_130387,0
ID_130388,0
ID_130389,0
ID_130390,1
ID_130391,0
ID_130392,0
ID_130393,0
ID_130394,0
ID_130395,0
ID_130396,0
ID_130397,0
ID_130398,0
ID_130399,0
ID_130400,0
ID_130401,1
ID_130402,0
ID_130403,0
ID_130404,0
ID_130405,0
ID_130406,0
ID_130407,0
ID_130408,0
ID_130409,0
ID_130410,0
ID_130411,0
ID_130412,0
ID_130413,0
ID_130414,0
ID_130415,0
ID_130416,1
ID_130417,0
ID_130418,1
ID_130419,0
ID_130420,0
ID_130421,0
ID_130422,0
ID_130423,0
ID_130424,0
ID_130425,0
ID_130426,0
ID_130427,0
ID_130428,0
ID_130429,0
ID_130430,0
ID_130431,0
ID_130432,0
ID_130433,0
ID_130434,0
ID_130435,0
ID_130436,0
ID_130437,0
ID_130438,0
ID_130439,0
ID_130440,0
ID_130441,0
ID_130442,0
ID_130443,0
ID_130444,0
ID_130445,1
ID_130446,0
ID_130447,0
ID_130448,0
ID_130449,0
ID_130450,0
ID_130451,0
ID_130452,0
ID_130453,0
ID_130454,1
ID_130455,0
ID_130456,0
ID_130457,1
ID_130458,0
ID_130459,0
ID_130460,0
ID_130461,1
ID_130462,0
ID_130463,0
ID_130464,0
ID_130465,0
ID_130466,0
ID_130467,0
ID_130468,1
ID_130469,0
ID_130470,0
ID_130471,0
ID_130472,0
ID_130473,0
ID_130474,0
ID_130475,0
ID_130476,0
ID_130477,1
ID_130478,1
ID_130479,0
ID_130480,0
ID_130481,0
ID_130482,0
ID_130483,0
ID_130484,0
ID_130485,0
ID_130486,0
ID_130487,1
ID_130488,0
ID_130489,0
ID_130490,0
ID_130491,0
ID_130492,0
ID_130493,0
ID_130494,0
ID_130495,0
ID_130496,0
ID_130497,0
ID_130498,0
ID_130499,0
ID_130500,1
ID_130501,1
ID_130502,0
ID_130503,0
ID_130504,0
ID_130505,0
ID_130506,1
ID_130507,0
ID_130508,0
ID_130509,0
ID_130510,0
ID_130511,0
ID_130512,0
ID_130513,0
ID_130514,0
ID_130515,0
ID_130516,0
ID_130517,0
ID_130518,0
ID_130519,0
ID_130520,1
ID_130521,1
ID_130522,0
ID_130523,0
ID_130524,0
ID_130525,0
ID_130526,0
ID_130527,0
ID_130528,1
ID_130529,1
ID_130530,0
ID_130531,0
ID_130532,0
ID_130533,0
ID_130534,0
ID_130535,0
ID_130536,0
ID_130537,0
ID_130538,1
ID_130539,0
ID_130540,1
ID_130541,0
ID_130542,0
ID_130543,0
ID_130544,0
ID_130545,0
ID_130546,1
ID_130547,0
ID_130548,0
ID_130549,0
ID_130550,0
ID_130551,0
ID_130552,0
ID_130553,0
ID_130554,0
ID_130555,0
ID_130556,1
ID_130557,0
ID_130558,0
ID_130559,0
ID_130560,1
ID_130561,1
ID_130562,0
ID_130563,1
ID_130564,0
ID_130565,0
ID_130566,0
ID_130567,0
ID_130568,0
ID_130569,1
ID_130570,1
ID_130571,0
ID_130572,0
ID_130573,0
ID_130574,0
ID_130575,0
ID_130576,1
ID_130577,0
ID_130578,0
ID_130579,0
ID_130580,0
ID_130581,0
ID_130582,0
ID_130583,0
ID_130584,0
ID_130585,0
ID_130586,1
ID_130587,0
ID_130588,0
ID_130589,0
ID_130590,0
ID_130591,0
ID_130592,0
ID_130593,0
ID_130594,0
ID_130595,0
ID_130596,0
ID_130597,0
ID_130598,0
ID_130599,0
ID_130600,0
ID_130601,0
ID_130602,1
ID_130603,0
ID_130604,0
ID_130605,1
ID_130606,0
ID_130607,0
ID_130608,0
ID_130609,0
ID_130610,0
ID_130611,0
ID_130612,0
ID_130613,0
ID_130614,0
ID_130615,0
ID_130616,0
ID_130617,0
ID_130618,0
ID_130619,0
ID_130620,0
ID_130621,0
ID_130622,0
ID_130623,0
ID_130624,1
ID_130625,0
ID_130626,0
ID_130627,0
ID_130628,1
ID_130629,0
ID_130630,0
ID_130631,0
ID_130632,0
ID_130633,0
ID_130634,0
ID_130635,0
ID_130636,0
ID_130637,1
ID_130638,0
ID_130639,0
ID_130640,0
ID_130641,0
ID_130642,0
ID_130643,0
ID_130644,0
ID_130645,1
ID_130646,0
ID_130647,0
ID_130648,1
ID_130649,1
ID_130650,0
ID_130651,0
ID_130652,0
ID_130653,0
ID_130654,1
ID_130655,0
ID_130656,1
ID_130657,1
ID_130658,0
ID_130659,0
ID_130660,1
ID_130661,0
ID_130662,0
ID_130663,1
ID_130664,0
ID_130665,1
ID_130666,0
ID_130667,0
ID_130668,0
ID_130669,0
ID_130670,0
ID_130671,1
ID_130672,0
ID_130673,1
ID_130674,0
ID_130675,0
ID_130676,1
ID_130677,1
ID_130678,0
ID_130679,0
ID_130680,0
ID_130681,0
ID_130682,0
ID_130683,0
ID_130684,0
ID_130685,0
ID_130686,0
ID_130687,0
ID_130688,1
ID_130689,0
ID_130690,0
ID_130691,0
ID_130692,1
ID_130693,1
ID_130694,0
ID_130695,0
ID_130696,1
ID_130697,0
ID_130698,0
ID_130699,0
ID_130700,1
ID_130701,0
ID_130702,0
ID_130703,0
ID_130704,0
ID_130705,1
ID_130706,0
ID_130707,0
ID_130708,0
ID_130709,0
ID_130710,0
ID_130711,0
ID_130712,1
ID_130713,0
ID_130714,0
ID_130715,1
ID_130716,0
ID_130717,0
ID_130718,0
ID_130719,0
ID_130720,0
ID_130721,0
ID_130722,0
ID_130723,0
ID_130724,0
ID_130725,0
ID_130726,0
ID_130727,0
ID_130728,0
ID_130729,0
ID_130730,0
ID_130731,0
ID_130732,0
ID_130733,0
ID_130734,0
ID_130735,1
ID_130736,0
ID_130737,0
ID_130738,0
ID_130739,0
ID_130740,0
ID_130741,1
ID_130742,1
ID_130743,0
ID_130744,0
ID_130745,0
ID_130746,0
ID_130747,0
ID_130748,0
ID_130749,0
ID_130750,1
ID_130751,0
ID_130752,0
ID_130753,0
ID_130754,1
ID_130755,1
ID_130756,0
ID_130757,0
ID_130758,0
ID_130759,0
ID_130760,0
ID_130761,0
ID_130762,0
ID_130763,0
ID_130764,0
ID_130765,0
ID_130766,1
ID_130767,0
ID_130768,0
ID_130769,0
ID_130770,0
ID_130771,0
ID_130772,0
ID_130773,0
ID_130774,0
ID_130775,0
ID_130776,0
ID_130777,0
ID_130778,0
ID_130779,0
ID_130780,1
ID_130781,0
ID_130782,0
ID_130783,0
ID_130784,0
ID_130785,0
ID_130786,1
ID_130787,0
ID_130788,0
ID_130789,0
ID_130790,0
ID_130791,0
ID_130792,0
ID_130793,0
ID_130794,0
ID_130795,0
ID_130796,0
ID_130797,0
ID_130798,1
ID_130799,0
ID_130800,0
ID_130801,0
ID_130802,0
ID_130803,0
ID_130804,1
ID_130805,0
ID_130806,1
ID_130807,0
ID_130808,0
ID_130809,0
ID_130810,0
ID_130811,0
ID_130812,1
ID_130813,1
ID_130814,0
ID_130815,0
ID_130816,0
ID_130817,0
ID_130818,1
ID_130819,0
ID_130820,0
ID_130821,1
ID_130822,1
ID_130823,0
ID_130824,1
ID_130825,0
ID_130826,0
ID_130827,0
ID_130828,0
ID_130829,0
ID_130830,0
ID_130831,0
ID_130832,0
ID_130833,0
ID_130834,0
ID_130835,0
ID_130836,0
ID_130837,0
ID_130838,0
ID_130839,1
ID_130840,0
ID_130841,0
ID_130842,0
ID_130843,0
ID_130844,0
ID_130845,0
ID_130846,0
ID_130847,0
ID_130848,0
ID_130849,0
ID_130850,0
ID_130851,0
ID_130852,0
ID_130853,0
ID_130854,0
ID_130855,0
ID_130856,0
ID_130857,0
ID_130858,0
ID_130859,0
ID_130860,0
ID_130861,0
ID_130862,0
ID_130863,0
ID_130864,0
ID_130865,0
ID_130866,0
ID_130867,0
ID_130868,0
ID_130869,0
ID_130870,0
ID_130871,0
ID_130872,0
ID_130873,0
ID_130874,0
ID_130875,1
ID_130876,1
ID_130877,0
ID_130878,0
ID_130879,0
ID_130880,0
ID_130881,0
ID_130882,0
ID_130883,0
ID_130884,1
ID_130885,0
ID_130886,0
ID_130887,0
ID_130888,0
ID_130889,0
ID_130890,0
ID_130891,0
ID_130892,0
ID_130893,0
ID_130894,0
ID_130895,0
ID_130896,1
ID_130897,0
ID_130898,0
ID_130899,0
ID_130900,0
ID_130901,0
ID_130902,0
ID_130903,0
ID_130904,0
ID_130905,0
ID_130906,1
ID_130907,0
ID_130908,0
ID_130909,0
ID_130910,0
ID_130911,0
ID_130912,0
ID_130913,0
ID_130914,1
ID_130915,0
ID_130916,0
ID_130917,0
ID_130918,0
ID_130919,0
ID_130920,0
ID_130921,0
ID_130922,0
ID_130923,0
ID_130924,0
ID_130925,0
ID_130926,1
ID_130927,1
ID_130928,0
ID_130929,0
ID_130930,0
ID_130931,0
ID_130932,0
ID_130933,0
ID_130934,0
ID_130935,0
ID_130936,0
ID_130937,0
ID_130938,0
ID_130939,0
ID_130940,0
ID_130941,0
ID_130942,0
ID_130943,1
ID_130944,0
ID_130945,1
ID_130946,0
ID_130947,0
ID_130948,1
ID_130949,0
ID_130950,0
ID_130951,0
ID_130952,0
ID_130953,0
ID_130954,0
ID_130955,1
ID_130956,0
ID_130957,0
ID_130958,0
ID_130959,0
ID_130960,0
ID_130961,0
ID_130962,0
ID_130963,1
ID_130964,0
ID_130965,0
ID_130966,0
ID_130967,0
ID_130968,0
ID_130969,1
ID_130970,0
ID_130971,0
ID_130972,0
ID_130973,0
ID_130974,1
ID_130975,1
ID_130976,0
ID_130977,1
ID_130978,0
ID_130979,0
ID_130980,1
ID_130981,0
ID_130982,0
ID_130983,0
ID_130984,1
ID_130985,0
ID_130986,0
ID_130987,0
ID_130988,0
ID_130989,0
ID_130990,0
ID_130991,0
ID_130992,1
ID_130993,0
ID_130994,0
ID_130995,1
ID_130996,0
ID_130997,0
ID_130998,0
ID_130999,0
ID_131000,1
ID_131001,1
ID_131002,1
ID_131003,1
ID_131004,0
ID_131005,0
ID_131006,0
ID_131007,0
ID_131008,1
ID_131009,0
ID_131010,0
ID_131011,0
ID_131012,0
ID_131013,1
ID_131014,1
ID_131015,0
ID_131016,0
ID_131017,0
ID_131018,0
ID_131019,0
ID_131020,0
ID_131021,0
ID_131022,0
ID_131023,1
ID_131024,0
ID_131025,0
ID_131026,1
ID_131027,0
ID_131028,0
ID_131029,0
ID_131030,0
ID_131031,0
ID_131032,0
ID_131033,0
ID_131034,0
ID_131035,0
ID_131036,0
ID_131037,0
ID_131038,0
ID_131039,0
ID_131040,0
ID_131041,0
ID_131042,0
ID_131043,0
ID_131044,0
ID_131045,0
ID_131046,0
ID_131047,0
ID_131048,0
ID_131049,0
ID_131050,0
ID_131051,0
ID_131052,0
ID_131053,0
ID_131054,1
ID_131055,0
ID_131056,0
ID_131057,1
ID_131058,0
ID_131059,0
ID_131060,0
ID_131061,0
ID_131062,0
ID_131063,0
ID_131064,0
ID_131065,0
ID_131066,0
ID_131067,0
ID_131068,0
ID_131069,0
ID_131070,0
ID_131071,0
ID_131072,0
ID_131073,1
ID_131074,0
ID_131075,1
ID_131076,0
ID_131077,0
ID_131078,0
ID_131079,0
ID_131080,1
ID_131081,1
ID_131082,0
ID_131083,0
ID_131084,0
ID_131085,0
ID_131086,0
ID_131087,1
ID_131088,0
ID_131089,0
ID_131090,0
ID_131091,0
ID_131092,0
ID_131093,0
ID_131094,0
ID_131095,0
ID_131096,0
ID_131097,0
ID_131098,0
ID_131099,1
ID_131100,1
ID_131101,0
ID_131102,0
ID_131103,1
ID_131104,0
ID_131105,1
ID_131106,0
ID_131107,0
ID_131108,1
ID_131109,0
ID_131110,0
ID_131111,0
ID_131112,0
ID_131113,0
ID_131114,0
ID_131115,0
ID_131116,0
ID_131117,0
ID_131118,0
ID_131119,0
ID_131120,0
ID_131121,1
ID_131122,0
ID_131123,0
ID_131124,0
ID_131125,1
ID_131126,0
ID_131127,0
ID_131128,0
ID_131129,0
ID_131130,0
ID_131131,1
ID_131132,0
ID_131133,0
ID_131134,1
ID_131135,0
ID_131136,0
ID_131137,0
ID_131138,0
ID_131139,0
ID_131140,0
ID_131141,0
ID_131142,0
ID_131143,0
ID_131144,0
ID_131145,0
ID_131146,1
ID_131147,1
ID_131148,0
ID_131149,0
ID_131150,0
ID_131151,0
ID_131152,0
ID_131153,0
ID_131154,0
ID_131155,0
ID_131156,1
ID_131157,0
ID_131158,0
ID_131159,0
ID_131160,1
ID_131161,0
ID_131162,0
ID_131163,0
ID_131164,1
ID_131165,0
ID_131166,0
ID_131167,0
ID_131168,0
ID_131169,0
ID_131170,0
ID_131171,0
ID_131172,0
ID_131173,0
ID_131174,0
ID_131175,0
ID_131176,0
ID_131177,0
ID_131178,0
ID_131179,1
ID_131180,0
ID_131181,0
ID_131182,0
ID_131183,0
ID_131184,0
ID_131185,0
ID_131186,0
ID_131187,0
ID_131188,1
ID_131189,0
ID_131190,1
ID_131191,1
ID_131192,0
ID_131193,0
ID_131194,0
ID_131195,0
ID_131196,0
ID_131197,0
ID_131198,0
ID_131199,1
ID_131200,0
ID_131201,0
ID_131202,0
ID_131203,0
ID_131204,0
ID_131205,0
ID_131206,1
ID_131207,0
ID_131208,0
ID_131209,0
ID_131210,0
ID_131211,0
ID_131212,0
ID_131213,0
ID_131214,0
ID_131215,1
ID_131216,0
ID_131217,0
ID_131218,0
ID_131219,0
ID_131220,0
ID_131221,0
ID_131222,1
ID_131223,0
ID_131224,0
ID_131225,1
ID_131226,0
ID_131227,0
ID_131228,1
ID_131229,0
ID_131230,1
ID_131231,1
ID_131232,0
ID_131233,0
ID_131234,0
ID_131235,0
ID_131236,0
ID_131237,0
ID_131238,0
ID_131239,0
ID_131240,1
ID_131241,0
ID_131242,0
ID_131243,1
ID_131244,0
ID_131245,0
ID_131246,0
ID_131247,0
ID_131248,0
ID_131249,0
ID_131250,0
ID_131251,0
ID_131252,0
ID_131253,0
ID_131254,0
ID_131255,0
ID_131256,0
ID_131257,0
ID_131258,0
ID_131259,0
ID_131260,0
ID_131261,0
ID_131262,0
ID_131263,0
ID_131264,0
ID_131265,0
ID_131266,0
ID_131267,0
ID_131268,0
ID_131269,0
ID_131270,1
ID_131271,0
ID_131272,0
ID_131273,1
ID_131274,0
ID_131275,0
ID_131276,0
ID_131277,0
ID_131278,0
ID_131279,0
ID_131280,0
ID_131281,1
ID_131282,0
ID_131283,0
ID_131284,0
ID_131285,1
ID_131286,0
ID_131287,0
ID_131288,0
ID_131289,1
ID_131290,0
ID_131291,0
ID_131292,0
ID_131293,1
ID_131294,1
ID_131295,0
ID_131296,1
ID_131297,0
ID_131298,0
ID_131299,0
ID_131300,1
ID_131301,0
ID_131302,0
ID_131303,0
ID_131304,0
ID_131305,0
ID_131306,1
ID_131307,0
ID_131308,0
ID_131309,0
ID_131310,0
ID_131311,0
ID_131312,0
ID_131313,0
ID_131314,0
ID_131315,0
ID_131316,1
ID_131317,0
ID_131318,0
ID_131319,1
ID_131320,0
ID_131321,0
ID_131322,0
ID_131323,0
ID_131324,0
ID_131325,1
ID_131326,0
ID_131327,0
ID_131328,0
ID_131329,0
ID_131330,0
ID_131331,0
ID_131332,0
ID_131333,0
ID_131334,0
ID_131335,0
ID_131336,1
ID_131337,0
ID_131338,0
ID_131339,0
ID_131340,0
ID_131341,0
ID_131342,0
ID_131343,0
ID_131344,1
ID_131345,0
ID_131346,0
ID_131347,0
ID_131348,0
ID_131349,0
ID_131350,0
ID_131351,1
ID_131352,1
ID_131353,0
ID_131354,0
ID_131355,0
ID_131356,0
ID_131357,0
ID_131358,1
ID_131359,0
ID_131360,0
ID_131361,0
ID_131362,0
ID_131363,0
ID_131364,0
ID_131365,0
ID_131366,0
ID_131367,0
ID_131368,0
ID_131369,0
ID_131370,0
ID_131371,0
ID_131372,1
ID_131373,0
ID_131374,0
ID_131375,0
ID_131376,0
ID_131377,0
ID_131378,0
ID_131379,0
ID_131380,1
ID_131381,0
ID_131382,0
ID_131383,0
ID_131384,1
ID_131385,0
ID_131386,0
ID_131387,1
ID_131388,0
ID_131389,1
ID_131390,0
ID_131391,1
ID_131392,0
ID_131393,0
ID_131394,0
ID_131395,0
ID_131396,0
ID_131397,0
ID_131398,0
ID_131399,0
ID_131400,0
ID_131401,0
ID_131402,0
ID_131403,0
ID_131404,1
ID_131405,0
ID_131406,0
ID_131407,0
ID_131408,0
ID_131409,0
ID_131410,0
ID_131411,0
ID_131412,0
ID_131413,1
ID_131414,0
ID_131415,0
ID_131416,0
ID_131417,0
ID_131418,0
ID_131419,1
ID_131420,0
ID_131421,1
ID_131422,0
ID_131423,0
ID_131424,0
ID_131425,0
ID_131426,0
ID_131427,0
ID_131428,0
ID_131429,0
ID_131430,0
ID_131431,0
ID_131432,0
ID_131433,1
ID_131434,1
ID_131435,0
ID_131436,0
ID_131437,0
ID_131438,0
ID_131439,0
ID_131440,0
ID_131441,0
ID_131442,0
ID_131443,0
ID_131444,0
ID_131445,0
ID_131446,0
ID_131447,0
ID_131448,0
ID_131449,0
ID_131450,0
ID_131451,0
ID_131452,0
ID_131453,0
ID_131454,0
ID_131455,0
ID_131456,0
ID_131457,0
ID_131458,0
ID_131459,0
ID_131460,1
ID_131461,0
ID_131462,0
ID_131463,0
ID_131464,0
ID_131465,0
ID_131466,0
ID_131467,0
ID_131468,0
ID_131469,0
ID_131470,1
ID_131471,0
ID_131472,1
ID_131473,0
ID_131474,0
ID_131475,0
ID_131476,0
ID_131477,0
ID_131478,0
ID_131479,1
ID_131480,0
ID_131481,0
ID_131482,0
ID_131483,0
ID_131484,0
ID_131485,0
ID_131486,0
ID_131487,0
ID_131488,0
ID_131489,0
ID_131490,0
ID_131491,0
ID_131492,0
ID_131493,1
ID_131494,0
ID_131495,0
ID_131496,0
ID_131497,0
ID_131498,0
ID_131499,1
ID_131500,0
ID_131501,0
ID_131502,0
ID_131503,0
ID_131504,0
ID_131505,0
ID_131506,0
ID_131507,0
ID_131508,0
ID_131509,1
ID_131510,0
ID_131511,0
ID_131512,0
ID_131513,0
ID_131514,0
ID_131515,0
ID_131516,0
ID_131517,0
ID_131518,0
ID_131519,0
ID_131520,0
ID_131521,1
ID_131522,0
ID_131523,0
ID_131524,0
ID_131525,0
ID_131526,1
ID_131527,1
ID_131528,0
ID_131529,0
ID_131530,0
ID_131531,0
ID_131532,0
ID_131533,0
ID_131534,0
ID_131535,1
ID_131536,0
ID_131537,0
ID_131538,0
ID_131539,0
ID_131540,0
ID_131541,0
ID_131542,0
ID_131543,0
ID_131544,1
ID_131545,0
ID_131546,0
ID_131547,0
ID_131548,0
ID_131549,0
ID_131550,0
ID_131551,0
ID_131552,0
ID_131553,0
ID_131554,1
ID_131555,0
ID_131556,0
ID_131557,0
ID_131558,0
ID_131559,0
ID_131560,0
ID_131561,0
ID_131562,0
ID_131563,0
ID_131564,0
ID_131565,0
ID_131566,0
ID_131567,0
ID_131568,0
ID_131569,0
ID_131570,0
ID_131571,0
ID_131572,1
ID_131573,0
ID_131574,0
ID_131575,0
ID_131576,0
ID_131577,0
ID_131578,0
ID_131579,0
ID_131580,0
ID_131581,0
ID_131582,0
ID_131583,1
ID_131584,0
ID_131585,0
ID_131586,0
ID_131587,0
ID_131588,0
ID_131589,0
ID_131590,0
ID_131591,0
ID_131592,0
ID_131593,0
ID_131594,0
ID_131595,0
ID_131596,0
ID_131597,0
ID_131598,0
ID_131599,0
ID_131600,0
ID_131601,0
ID_131602,1
ID_131603,1
ID_131604,0
ID_131605,0
ID_131606,0
ID_131607,0
ID_131608,0
ID_131609,1
ID_131610,1
ID_131611,0
ID_131612,0
ID_131613,0
ID_131614,0
ID_131615,0
ID_131616,0
ID_131617,0
ID_131618,0
ID_131619,0
ID_131620,0
ID_131621,0
ID_131622,0
ID_131623,0
ID_131624,0
ID_131625,0
ID_131626,0
ID_131627,0
ID_131628,0
ID_131629,0
ID_131630,0
ID_131631,0
ID_131632,0
ID_131633,0
ID_131634,1
ID_131635,0
ID_131636,1
ID_131637,0
ID_131638,1
ID_131639,0
ID_131640,0
ID_131641,0
ID_131642,1
ID_131643,0
ID_131644,0
ID_131645,0
ID_131646,0
ID_131647,0
ID_131648,0
ID_131649,0
ID_131650,0
ID_131651,0
ID_131652,0
ID_131653,0
ID_131654,0
ID_131655,0
ID_131656,0
ID_131657,0
ID_131658,1
ID_131659,0
ID_131660,1
ID_131661,0
ID_131662,0
ID_131663,0
ID_131664,1
ID_131665,1
ID_131666,0
ID_131667,0
ID_131668,0
ID_131669,0
ID_131670,0
ID_131671,0
ID_131672,0
ID_131673,0
ID_131674,0
ID_131675,0
ID_131676,1
ID_131677,0
ID_131678,0
ID_131679,0
ID_131680,0
ID_131681,0
ID_131682,0
ID_131683,0
ID_131684,0
ID_131685,0
ID_131686,0
ID_131687,0
ID_131688,0
ID_131689,0
ID_131690,1
ID_131691,0
ID_131692,0
ID_131693,0
ID_131694,0
ID_131695,0
ID_131696,0
ID_131697,0
ID_131698,0
ID_131699,0
ID_131700,0
ID_131701,0
ID_131702,0
ID_131703,0
ID_131704,1
ID_131705,0
ID_131706,0
ID_131707,0
ID_131708,0
ID_131709,1
ID_131710,0
ID_131711,0
ID_131712,0
ID_131713,0
ID_131714,0
ID_131715,0
ID_131716,0
ID_131717,0
ID_131718,0
ID_131719,0
ID_131720,0
ID_131721,1
ID_131722,0
ID_131723,0
ID_131724,0
ID_131725,0
ID_131726,0
ID_131727,0
ID_131728,0
ID_131729,0
ID_131730,0
ID_131731,1
ID_131732,1
ID_131733,0
ID_131734,0
ID_131735,0
ID_131736,1
ID_131737,0
ID_131738,0
ID_131739,0
ID_131740,0
ID_131741,0
ID_131742,0
ID_131743,0
ID_131744,1
ID_131745,0
ID_131746,0
ID_131747,1
ID_131748,0
ID_131749,0
ID_131750,0
ID_131751,0
ID_131752,0
ID_131753,0
ID_131754,0
ID_131755,0
ID_131756,0
ID_131757,1
ID_131758,0
ID_131759,1
ID_131760,0
ID_131761,0
ID_131762,0
ID_131763,0
ID_131764,0
ID_131765,0
ID_131766,0
ID_131767,0
ID_131768,0
ID_131769,0
ID_131770,0
ID_131771,0
ID_131772,0
ID_131773,0
ID_131774,0
ID_131775,1
ID_131776,0
ID_131777,0
ID_131778,0
ID_131779,0
ID_131780,0
ID_131781,0
ID_131782,0
ID_131783,1
ID_131784,0
ID_131785,1
ID_131786,1
ID_131787,1
ID_131788,0
ID_131789,1
ID_131790,0
ID_131791,0
ID_131792,0
ID_131793,1
ID_131794,0
ID_131795,1
ID_131796,0
ID_131797,1
ID_131798,0
ID_131799,0
ID_131800,0
ID_131801,0
ID_131802,0
ID_131803,0
ID_131804,0
ID_131805,0
ID_131806,0
ID_131807,1
ID_131808,0
ID_131809,0
ID_131810,0
ID_131811,0
ID_131812,0
ID_131813,0
ID_131814,0
ID_131815,0
ID_131816,0
ID_131817,0
ID_131818,0
ID_131819,0
ID_131820,0
ID_131821,1
ID_131822,0
ID_131823,0
ID_131824,0
ID_131825,0
ID_131826,0
ID_131827,0
ID_131828,1
ID_131829,0
ID_131830,0
ID_131831,0
ID_131832,0
ID_131833,0
ID_131834,1
ID_131835,0
ID_131836,0
ID_131837,0
ID_131838,0
ID_131839,0
ID_131840,0
ID_131841,0
ID_131842,1
ID_131843,0
ID_131844,0
ID_131845,0
ID_131846,1
ID_131847,0
ID_131848,0
ID_131849,0
ID_131850,0
ID_131851,1
ID_131852,0
ID_131853,1
ID_131854,0
ID_131855,0
ID_131856,0
ID_131857,1
ID_131858,0
ID_131859,1
ID_131860,0
ID_131861,0
ID_131862,0
ID_131863,0
ID_131864,0
ID_131865,0
ID_131866,0
ID_131867,0
ID_131868,0
ID_131869,0
ID_131870,0
ID_131871,0
ID_131872,0
ID_131873,0
ID_131874,0
ID_131875,0
ID_131876,0
ID_131877,0
ID_131878,0
ID_131879,0
ID_131880,0
ID_131881,0
ID_131882,0
ID_131883,0
ID_131884,0
ID_131885,0
ID_131886,0
ID_131887,0
ID_131888,0
ID_131889,0
ID_131890,0
ID_131891,0
ID_131892,0
ID_131893,1
ID_131894,0
ID_131895,1
ID_131896,0
ID_131897,0
ID_131898,0
ID_131899,0
ID_131900,0
ID_131901,0
ID_131902,0
ID_131903,1
ID_131904,0
ID_131905,0
ID_131906,1
ID_131907,0
ID_131908,0
